#	class	buying	maint	doors	persons	lug_boot	safety
1	2	4	1	4	2	1	1
2	2	5	1	4	3	3	2
3	1	4	3	2	2	3	1
4	2	4	3	2	2	2	2
5	2	4	3	2	2	2	3
6	1	4	3	2	2	2	1
7	2	4	3	2	2	1	2
8	1	4	3	2	2	1	3
9	1	4	3	2	2	1	1
10	2	4	3	2	3	3	2
11	2	4	3	2	3	3	3
12	1	4	3	2	3	3	1
13	2	4	3	2	3	2	2
14	1	4	3	2	3	2	3
15	1	4	3	2	3	2	1
16	2	4	3	2	3	1	2
17	1	4	3	2	3	1	3
18	1	4	3	2	3	1	1
19	2	4	3	3	1	3	2
20	2	4	3	3	1	3	3
21	2	4	3	3	1	3	1
22	2	4	3	3	1	2	2
23	2	4	3	3	1	2	3
24	2	4	3	3	1	2	1
25	2	4	3	3	1	1	2
26	2	4	3	3	1	1	3
27	2	4	3	3	1	1	1
28	2	4	3	3	2	3	2
29	2	4	3	3	2	3	3
30	1	4	3	3	2	3	1
31	2	4	3	3	2	2	2
32	1	4	3	3	2	2	3
33	1	4	3	3	2	2	1
34	2	4	3	3	2	1	2
35	1	4	3	3	2	1	3
36	1	4	3	3	2	1	1
37	2	4	3	3	3	3	2
38	2	4	3	3	3	3	3
39	1	4	3	3	3	3	1
40	2	4	3	3	3	2	2
41	1	4	3	3	3	2	3
42	1	4	3	3	3	2	1
43	2	4	3	3	3	1	2
44	1	4	3	3	3	1	3
45	1	4	3	3	3	1	1
46	2	4	3	4	1	3	2
47	2	4	3	4	1	3	3
48	2	4	3	4	1	3	1
49	2	4	3	4	1	2	2
50	2	4	3	4	1	2	3
51	2	4	3	4	1	2	1
52	2	4	3	4	1	1	2
53	2	4	3	4	1	1	3
54	2	4	3	4	1	1	1
55	2	4	3	4	2	3	2
56	2	4	3	4	2	3	3
57	1	4	3	4	2	3	1
58	2	4	3	4	2	2	2
59	1	4	3	4	2	2	3
60	1	4	3	4	2	2	1
61	2	4	3	4	2	1	2
62	1	4	3	4	2	1	3
63	1	4	3	4	2	1	1
64	2	4	3	4	3	3	2
65	2	4	3	4	3	3	3
66	1	4	3	4	3	3	1
67	2	4	3	4	3	2	2
68	1	4	3	4	3	2	3
69	1	4	3	4	3	2	1
70	2	4	3	4	3	1	2
71	1	4	3	4	3	1	3
72	1	4	3	4	3	1	1
73	2	4	2	1	1	3	2
74	2	4	2	1	1	3	3
75	2	4	2	1	1	3	1
76	2	4	2	1	1	2	2
77	2	4	2	1	1	2	3
78	2	4	2	1	1	2	1
79	2	4	2	1	1	1	2
80	2	4	2	1	1	1	3
81	2	4	2	1	1	1	1
82	2	4	2	1	2	3	2
83	2	4	2	1	2	3	3
84	1	4	2	1	2	3	1
85	2	4	2	1	2	2	2
86	2	4	2	1	2	2	3
87	1	4	2	1	2	2	1
88	2	4	2	1	2	1	2
89	1	4	2	1	2	1	3
90	1	4	2	1	2	1	1
91	2	4	2	1	3	3	2
92	2	4	2	1	3	3	3
93	2	4	2	1	3	3	1
94	2	4	2	1	3	2	2
95	2	4	2	1	3	2	3
96	1	4	2	1	3	2	1
97	2	4	2	1	3	1	2
98	1	4	2	1	3	1	3
99	1	4	2	1	3	1	1
100	2	4	2	2	1	3	2
101	2	4	2	2	1	3	3
102	2	4	2	2	1	3	1
103	2	4	2	2	1	2	2
104	2	4	2	2	1	2	3
105	2	4	2	2	1	2	1
106	2	4	2	2	1	1	2
107	2	4	2	2	1	1	3
108	2	4	2	2	1	1	1
109	2	4	2	2	2	3	2
110	2	4	2	2	2	3	3
111	1	4	2	2	2	3	1
112	2	4	2	2	2	2	2
113	2	4	2	2	2	2	3
114	1	4	2	2	2	2	1
115	2	4	2	2	2	1	2
116	1	4	2	2	2	1	3
117	1	4	2	2	2	1	1
118	2	4	2	2	3	3	2
119	2	4	2	2	3	3	3
120	1	4	2	2	3	3	1
121	2	4	2	2	3	2	2
122	1	4	2	2	3	2	3
123	1	4	2	2	3	2	1
124	2	4	2	2	3	1	2
125	1	4	2	2	3	1	3
126	1	4	2	2	3	1	1
127	2	4	2	3	1	3	2
128	2	4	2	3	1	3	3
129	2	4	2	3	1	3	1
130	2	4	2	3	1	2	2
131	2	4	2	3	1	2	3
132	2	4	2	3	1	2	1
133	2	4	2	3	1	1	2
134	2	4	2	3	1	1	3
135	2	4	2	3	1	1	1
136	2	4	2	3	2	3	2
137	2	4	2	3	2	3	3
138	1	4	2	3	2	3	1
139	2	4	2	3	2	2	2
140	1	4	2	3	2	2	3
141	1	4	2	3	2	2	1
142	2	4	2	3	2	1	2
143	1	4	2	3	2	1	3
144	1	4	2	3	2	1	1
145	2	4	2	3	3	3	2
146	2	4	2	3	3	3	3
147	1	4	2	3	3	3	1
148	2	4	2	3	3	2	2
149	1	4	2	3	3	2	3
150	1	4	2	3	3	2	1
151	2	4	2	3	3	1	2
152	1	4	2	3	3	1	3
153	1	4	2	3	3	1	1
154	2	4	2	4	1	3	2
155	2	4	2	4	1	3	3
156	2	4	2	4	1	3	1
157	2	4	2	4	1	2	2
158	2	4	2	4	1	2	3
159	2	4	2	4	1	2	1
160	2	4	2	4	1	1	2
161	2	4	2	4	1	1	3
162	2	4	2	4	1	1	1
163	2	4	2	4	2	3	2
164	2	4	2	4	2	3	3
165	1	4	2	4	2	3	1
166	2	4	2	4	2	2	2
167	1	4	2	4	2	2	3
168	1	4	2	4	2	2	1
169	2	4	2	4	2	1	2
170	1	4	2	4	2	1	3
171	1	4	2	4	2	1	1
172	2	4	2	4	3	3	2
173	2	4	2	4	3	3	3
174	1	4	2	4	3	3	1
175	2	4	2	4	3	2	2
176	1	4	2	4	3	2	3
177	1	4	2	4	3	2	1
178	2	4	2	4	3	1	2
179	1	4	2	4	3	1	3
180	1	4	2	4	3	1	1
181	2	1	4	1	1	3	2
182	2	1	4	1	1	3	3
183	2	1	4	1	1	3	1
184	2	1	4	1	1	2	2
185	2	1	4	1	1	2	3
186	2	1	4	1	1	2	1
187	2	1	4	1	1	1	2
188	2	1	4	1	1	1	3
189	2	1	4	1	1	1	1
190	2	1	4	1	2	3	2
191	2	1	4	1	2	3	3
192	2	1	4	1	2	3	1
193	2	1	4	1	2	2	2
194	2	1	4	1	2	2	3
195	2	1	4	1	2	2	1
196	2	1	4	1	2	1	2
197	2	1	4	1	2	1	3
198	2	1	4	1	2	1	1
199	2	1	4	1	3	3	2
200	2	1	4	1	3	3	3
201	2	1	4	1	3	3	1
202	2	1	4	1	3	2	2
203	2	1	4	1	3	2	3
204	2	1	4	1	3	2	1
205	2	1	4	1	3	1	2
206	2	1	4	1	3	1	3
207	2	1	4	1	3	1	1
208	2	1	4	2	1	3	2
209	2	1	4	2	1	3	3
